run_id,run_timestamp_utc,assignment_code,assignment_name,report_label,source_tool,workflow_mode,selected_groups,selected_rules,student_id,student_name,file_name,file_path,rule_group,rule_name,category,status,metric_name,metric_value,unit
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,File,quality,pass,rule_count,0,count
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Column,quality,pass,rule_count,0,count
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Column,quality,pass,affected_element_count,0,count
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Completion,Non-structural Columns,completion,pass,rule_count,12,count
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Completion,Linked Files,completion,pass,rule_count,2,count
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Completion,Grids,completion,pass,rule_count,7,count
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Completion,Levels,completion,pass,rule_count,4,count
20260615175034,2026-06-15T17:50:34Z,A01,Assignment 01,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","ifcguid_check, column_naming, grid, warning_check, linked_cad, level, column, file_naming",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,ifcGUID,IFC GUID Cross-Student Check,quality,pass,rule_count,0,count
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Wall,quality,fail,rule_count,57,count
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Wall,quality,fail,affected_element_count,57,count
