run_id,run_timestamp_utc,assignment_code,assignment_name,report_label,source_tool,workflow_mode,selected_groups,selected_rules,student_id,student_name,file_name,file_path,rule_group,rule_name,category,status,issue_type,issue_detail,affected_element_count,element_ids,severity
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Wall,quality,pass,details,"myStorefront: Invalid wall naming format. Expected: WallType - Thickness (mm) (e.g., Generic - 150 mm)",,,info
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Wall,quality,pass,details,"Storefront: Invalid wall naming format. Expected: WallType - Thickness (mm) (e.g., Generic - 150 mm)",,,info
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Wall,quality,pass,details,"BRICK WALL_100mm: Invalid wall naming format. Expected: WallType - Thickness (mm) (e.g., Generic - 150 mm)",,,info
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Floor,quality,pass,details,"Generic 150mm: Invalid floor naming format. Expected: FloorType _ Description _ Thickness (mm) (e.g., Generic _ Interior _ 150 mm)",,,info
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Ceiling,quality,pass,details,"600 x 1200mm Grid: Invalid ceiling naming format. Expected: CeilingType - Thickness (mm) (e.g., Generic - 150 mm)",,,info
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Ceiling,quality,pass,details,"Plain: Invalid ceiling naming format. Expected: CeilingType - Thickness (mm) (e.g., Generic - 150 mm)",,,info
20260615175647,2026-06-15T17:56:47Z,A02,Assignment 02,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","wall_naming, ifcguid_check, ceiling_naming, floor_naming, roof, warning_check, floor, roof_naming, wall, ceiling",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Ceiling,quality,pass,details,"600 x 600mm Grid: Invalid ceiling naming format. Expected: CeilingType - Thickness (mm) (e.g., Generic - 150 mm)",,,info
20260615180257,2026-06-15T18:02:57Z,A03,Assignment 03,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","plumbing_fixture, door_naming, ifcguid_check, window, curtain_wall, warning_check, window_naming, furniture, door",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Door,quality,pass,details,"D2_900 x 2000mm: Invalid door naming format. Expected: TypeID(DR+2 digits)_WidthxHeightmm (e.g., DR00_900x2200mm)",,,info
20260615180257,2026-06-15T18:02:57Z,A03,Assignment 03,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","plumbing_fixture, door_naming, ifcguid_check, window, curtain_wall, warning_check, window_naming, furniture, door",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Door,quality,pass,details,"D1_800 x 2000mm: Invalid door naming format. Expected: TypeID(DR+2 digits)_WidthxHeightmm (e.g., DR00_900x2200mm)",,,info
20260615180257,2026-06-15T18:02:57Z,A03,Assignment 03,BatchCheck,Batch Check,Build Baseline (Teacher File),"Completion, Other, Standard","plumbing_fixture, door_naming, ifcguid_check, window, curtain_wall, warning_check, window_naming, furniture, door",12345678,KITTISAK,IBIMA_12345678_KITTISAK_AR_V2026.rvt,file:///D:/TEACHING/IBIMA%202026/IBIMA_123456789_KITTISAK_AR_V2026/IBIMA_12345678_KITTISAK_AR_V2026.rvt,Naming,Door,quality,pass,details,"D3_1350 x 2000mm: Invalid door naming format. Expected: TypeID(DR+2 digits)_WidthxHeightmm (e.g., DR00_900x2200mm)",,,info
